NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.214 22675 22675 I sensors-hal: deactivate:294, auto_rotation: 0, type 2
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, android.sensor.device_orientation/271 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, android.sensor.motion_detect/301 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, android.sensor.motion_detect/301 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, android.sensor.accelerometer_uncalibrated/351 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, android.sensor.accelerometer_uncalibrated/351 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.light_ir/1421 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.light_ir/1421 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.interrupt_gyro/1431 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.interrupt_gyro/1431 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.proximity_iris/1461 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.proximity_iris/1461 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.sensorhubs/1501 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.sensorhubs/1501 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.light_cct/1511 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.light_cct/1511 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.wake_up_motion/1542 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.wake_up_motion/1542 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.physical_proximity/1562 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.physical_proximity/1562 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.call_gesture/1582 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.call_gesture/1582 en=0completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.physical_light/1621 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.physical_light/1621 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.pocket_mode/1692 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.pocket_mode/1692 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.led_cover_event/1702 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.led_cover_event/1702 en=0 completed
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:252, com.samsung.sensor.sar_backoff_motion/2072 en=0
03-25 17:55:21.214 22675 22675 I sensors-hal: activate:270, com.samsung.sensor.sar_backoff_motion/2072 en=0 completed
03-25 17:55:21.214 22675 22675 I SensorsGrip: [grip_sensor] enable: GripSensor: enable handle = 11 en= 0
03-25 17:55:21.214 22867 22867 I android_os_HwBinder: HwBinder: Starting thread pool for getting: android.hardware.health@2.0::IHealth/default
03-25 17:55:21.215   876   876 W android.hardware.health@2.1-service-samsung: registerCallback
03-25 17:55:21.215 22675 22675 I SensorsGrip: TouchProximity::enable: 0 0
03-25 17:55:21.215 22675 22675 I SensorsGrip: HALL IC::enable: 0 0
03-25 17:55:21.215 22675 22675 I SensorsGrip: [grip_notifier] enable: GripNotifierSensor: enable handle = 22 en = 0 mEnabled = 1
03-25 17:55:21.216 22675 22675 I SensorsGrip: [grip_notifier] enable: GripNotifierSensor: noti_enablewrite Success, return 2
03-25 17:55:21.216 22675 22675 D android.hardware.sensors@2.0-service.multihal: Als_common::enable, handle : 1, mode : 1, en : 0
03-25 17:55:21.216 22675 22675 D android.hardware.sensors@2.0-service.multihal: Als_common::enable, Sensor already off
03-25 17:55:21.216 22675 22675 I sensors-hal: initialize:166, initialize sensors sub-hal
03-25 17:55:21.216 22675 22675 I Sensors : initialize sub GripHal
03-25 17:55:21.216 22675 22675 I SensorsHrm: initialize sub HrmHal
03-25 17:55:21.217 22675 22675 E SensorsMultiHal: For SS, operation mode:5555
03-25 17:55:21.217 22675 22675 E SensorsMultiHal: setOperationMode failed for SubHal: QTI-SubHAL
03-25 17:55:21.217 22867 23269 D SensorService: setOperationMode vendor list : false
03-25 17:55:21.217 22867 23269 W SensorService: AK09918 Magnetometer's max range 4912.000000000000 isnot a multiple of the resolution 0.150000005960 - updated to 4912.050292968750
03-25 17:55:21.217 22867 23269 W SensorService: LSM6DSO Gyroscope's max range 17.452777862549 is not a multiple of the resolution 0.000610847259 - updated to 17.452516555786
03-25 17:55:21.217 22867 23269 W SensorService: AK09918 Magnetometer-Uncalibrated's max range 4912.000000000000 is not a multiple of the resolution 0.150000005960 - updated to 4912.050292968750
03-25 17:55:21.217 22867 23269 W SensorService: LSM6DSO Gyroscope-Uncalibrated's max range 17.452777862549 is not a multiple of the resolution 0.000610847259 - updated to 17.452516555786
03-25 17:55:21.217 22867 23269 I SensorService: smd  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: step_detector  Non-wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: step_counter  Non-wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: Tilt Detector  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: Pick Up Gesture  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: Screen Orientation Sensor's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: interrupt_gyro  Non-wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217   876   876 I android.hardware.health@2.1-service-samsung: updateLrpSysfs: write: 453
03-25 17:55:21.217 22867 23269 I SensorService: SensorHub type's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: Wake Up Motion  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: call_gesture  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: Pocket mode  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: Led Cover Event  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.217 22867 23269 I SensorService: Sar BackOff Motion  Wakeup's reported power 0.000000 invalid, clamped to 0.001000
03-25 17:55:21.218 22867 22913 D BatteryService: Sending ACTION_BATTERY_CHANGED. scale:100, info:{.chargerAcOnline = false, .chargerUsbOnline = true, .chargerWirelessOnline = false, .maxChargingCurrent =0, .maxChargingVoltage = 0, .batteryStatus = CHARGING, .batteryHealth = GOOD, .batteryPresent = true,.batteryLevel = 47, .batteryVoltage = 3776, .batteryTemperature = 424, .batteryCurrent = -583, .batteryCycleCount = 0, .batteryFullCharge = 4300000, .batteryChargeCounter = 788240, .batteryTechnology = Li-ion}
03-25 17:55:21.218 22867 22913 D BatteryService: online:4, current avg:-422, charge type:1, POGO powered:false, power sharing:false, high voltage charger:true, charger_type:1, capacity:280000, misc_event:0x0, current_event:0x20, current_now:-583
03-25 17:55:21.219 22867 22930 D BatteryExternalStatsWorker: update stats : wakelock-change (1)
03-25 17:55:21.221 22867 23269 W SensorService: [ACC] accel sensor version 0x3e3c, sampling rate is chagned 200Hz(5ms)
03-25 17:55:21.221   876   876 I android.hardware.health@2.1-service-samsung: updateLrpSysfs: write: 453
03-25 17:55:21.223   876   876 I android.hardware.health@2.1-service-samsung: updateLrpSysfs: write: 453
03-25 17:55:21.224 22867 22930 D BatteryExternalStatsWorker: done updateExternalStatsLocked
03-25 17:55:21.224 22867 22930 D BatteryExternalStatsWorker: update stats : wakelock-change (1)
03-25 17:55:21.225 22867 22930 D BatteryExternalStatsWorker: done updateExternalStatsLocked
03-25 17:55:21.229 22867 22867 I android_os_HwBinder: HwBinder: Starting thread pool for getting: android.hidl.manager@1.0::IServiceManager/default
03-25 17:55:21.231 22867 22867 I HealthServiceWrapper: health: HealthServiceWrapper listening to instance default : vendor.samsung.hardware.health@2.0::ISehHealth@Proxy
03-25 17:55:21.233 22666 22666 I CameraService: SensorPrivacyPolicy: Registered with SensorPrivacyManager
03-25 17:55:21.233 22867 23269 W SensorService: [EARPROXY] SensorHub was found!
03-25 17:55:21.234 22867 22895 I ActivityTaskManager: updateAssetConfiguration() called with: processes = [[ProcessRecord{8e7a0a0 22867:system/1000}]], updateFrameworkRes = [true], avoidRecreate = [false]
03-25 17:55:21.234 22867 22895 W ActivityTaskManager: Skip updateConfiguration because mWindowManagerisn't set
03-25 17:55:21.234 22867 22895 I ActivityTaskManager: updateAssetConfiguration(): assetSeq = [2], isActivityConfigOverrideAllowed = [false], hasActivities = [false]
03-25 17:55:21.234 22867 22895 I SWT_OverlayManager: skip overlay changed broadcast for color theme
03-25 17:55:21.234 22867 23269 W SensorService: [EARPROXY] physical proximity sensor was found! 384
03-25 17:55:21.235 22867 23269 W SensorService: [REARLIGHT] light sensor for rear light was found!
03-25 17:55:21.235 22666 22666 I HidlServiceManagement: Registered android.frameworks.cameraservice.service@2.2::ICameraService/default
03-25 17:55:21.235 22666 22666 I CameraService: CameraService pinged cameraservice proxy
03-25 17:55:21.235 22666 22666 I CameraService: CameraSerivce pinged cameraservice worker
03-25 17:55:21.235 22666 22666 I CameraService: clearCamConnRef: ref=0
03-25 17:55:21.235 22867 23269 W SensorService: [EARPROXY] Touch proximity was found! 1
03-25 17:55:21.236 22666 22666 I CameraService: clearCamConnRef: service.camera.running set to 0
03-25 17:55:21.236   625   629 I servicemanager: Adding 'u:r:cameraserver:s0' service (media.camera:22666)
03-25 17:55:21.236 22666 22666 I cameraserver: ServiceManager: 0xb40000741e100b50 done instantiate
03-25 17:55:21.236 22867 23269 D SensorService: [VIRT_PROX] Virt Prox Type: 19
03-25 17:55:21.236 22867 23269 I SensorService: [EARPROXIMITY] Support sensor fusion
03-25 17:55:21.236 22867 23269 I SensorService: [EARPROXIMITY] Get product model ++
03-25 17:55:21.236 22867 23269 I SensorService: [EARPROXIMITY] Get product model --
03-25 17:55:21.237 22867 23269 I SensorService: path : /sys/class/sec/tsp/ear_detect_enable, : 3, disable : 1
03-25 17:55:21.237 22867 23275 D SensorService: [EARPROXIMITY] new thread EarThread
03-25 17:55:21.237 22867 23269 D SensorService: [VIRT_PROX] TYPE: EARTOUCH registered
03-25 17:55:21.237 22867 23269 D SensorService: OrientationSensor2 Registered!!!!
03-25 17:55:21.237 22867 23269 D SensorService: [CALIBRATEDLUX] registered
03-25 17:55:21.237 22867 23269 I SensorService: [CALIBRATEDLUX] Support calibrated lux
03-25 17:55:21.237 22867 23269 I SensorService: [CALIBRATEDLUX] SENSOR_TYPE_LIGHT
03-25 17:55:21.237 22867 23269 W SensorService: [FLICKERLIGHT] register RearFlickerSensor!
03-25 17:55:21.237 22867 23269 I SensorService: [REARLIGHT] Support sensor fusion
03-25 17:55:21.237 22867 23269 I SensorService: [REARLIGHT] SENSOR_TYPE_CALL_GESTURE
03-25 17:55:21.237 22867 23269 I SensorService: [REARLIGHT] SENSOR_TYPE_PHYSICAL_LIGHT
03-25 17:55:21.237 22867 23269 I SensorService: [REARLIGHT] SENSOR_TYPE_BIO_ALC
03-25 17:55:21.237 22867 23276 D SensorService: new thread SensorEventAckReceiver
03-25 17:55:21.237 22867 23277 D SensorService: nuSensorService thread starting...
03-25 17:55:21.238 22867 23269 V HistoricalRegistry: Interaction before persistence initialized
03-25 17:55:21.238   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (sensorservice:22867)
03-25 17:55:21.238 22867 23269 D SystemServerTimingAsync: StartNativeSensorService took to complete: 29ms
03-25 17:55:21.238 22867 23269 D SystemServerTimingAsync: InitThreadPoolExec:StartNativeSensorServicetook to complete: 29ms
03-25 17:55:21.328 22867 22927 I CameraManagerGlobal: Connecting to camera service
03-25 17:55:21.330 22867 22927 D VendorTagDescriptor: addVendorDescriptor: vendor tag id 14172875900359437128 added
03-25 17:55:21.330 22666 23274 D CameraService: addListenerHelper: Add listener 0xb40000743e10a340
03-25 17:55:21.331 22666 23274 D CameraService: addListenerHelper: CameraDeviceState for CameraManager
03-25 17:55:21.331 22867 22890 I CameraManagerGlobal: Camera 0 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.331 22867 22889 I CameraManagerGlobal: Camera 1 facing CAMERA_FACING_FRONT state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 2 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 20 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 21 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 23 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 3 facing CAMERA_FACING_FRONT state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 4 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 40 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 41 facing CAMERA_FACING_FRONT state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 50 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 52 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 80 facing CAMERA_FACING_BACK state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.332 22867 22889 I CameraManagerGlobal: Camera 91 facing CAMERA_FACING_FRONT state now CAMERA_STATE_CLOSED for client android.system API Level 2
03-25 17:55:21.423 22867 22913 D BatteryService: WIRELESS_ENABLE_SYSFS_PATH_FOR_EPEN false
03-25 17:55:21.423 22867 22867 W system_server: Long monitor contention with owner HwBinder:22867_1 (22913) at void com.android.server.BatteryService.update(vendor.samsung.hardware.health.V2_0.SehHealthInfo)(BatteryService.java:2009) waiters=0 in void com.android.server.BatteryService.registerHealthCallback() for 193ms
03-25 17:55:21.424 22867 22867 I BatteryService: health: Waited 193ms and received the update.
03-25 17:55:21.424   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (battery:22867)
03-25 17:55:21.424   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (batteryproperties:22867)
03-25 17:55:21.424 22867 23273 I android_os_HwBinder: HwBinder: Starting thread pool for getting: android.hardware.health@2.0::IHealth/default
03-25 17:55:21.425 22867 22867 D BatteryService: !@[BatteryInfo] readFromFile /efs/FactoryApp/batt_after_manufactured: 223
03-25 17:55:21.425 22867 22867 D BatteryService: !@[LLB] Write weeklyDiff EFS ->  Sys : 223
03-25 17:55:21.425 22867 22867 I BatteryService: fileWriteInt : /sys/class/power_supply/battery/batt_after_manufactured  value : 223
03-25 17:55:21.425 22867 22867 W SystemServiceManager: Service com.android.server.BatteryService took211 ms in onStart
03-25 17:55:21.425 22867 22867 D SystemServerTiming: StartBatteryService took to complete: 214ms
03-25 17:55:21.425 22867 22867 D SystemServerTiming: !@Boot_SystemServer: 214ms : StartBatteryService
03-25 17:55:21.425 22867 22867 I SystemServerTiming: !@Boot_EBS:   Took 214ms by 'StartBatteryService'
03-25 17:55:21.425 22867 22867 I SystemServerTiming: StartUsageService
03-25 17:55:21.425 22867 22867 I SystemServiceManager: Starting com.android.server.usage.UsageStatsService
03-25 17:55:21.427   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (usagestats:22867)
03-25 17:55:21.427 22867 22867 D SystemServerTiming: StartUsageService took to complete: 2ms
03-25 17:55:21.427 22867 22867 I SystemServerTiming: StartWebViewUpdateService
03-25 17:55:21.427 22867 22867 I SystemServiceManager: Starting com.android.server.webkit.WebViewUpdateService
03-25 17:55:21.428   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (webviewupdate:22867)
03-25 17:55:21.428 22867 22867 D SystemServerTiming: StartWebViewUpdateService took to complete: 1ms
03-25 17:55:21.428 22867 22867 I SystemServerTiming: StartCachedDeviceStateService
03-25 17:55:21.428 22867 22867 I SystemServiceManager: Starting com.android.server.CachedDeviceStateService
03-25 17:55:21.429 22867 22867 D SystemServerTiming: StartCachedDeviceStateService took to complete: 0ms
03-25 17:55:21.429 22867 22867 I SystemServerTiming: StartBinderCallsStatsService
03-25 17:55:21.429 22867 22867 I SystemServiceManager: Starting com.android.server.BinderCallsStatsService$LifeCycle
03-25 17:55:21.429   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (binder_calls_stats:22867)
03-25 17:55:21.429 22867 22867 D SystemServerTiming: StartBinderCallsStatsService took to complete: 0ms
03-25 17:55:21.429 22867 22867 I SystemServerTiming: StartLooperStatsService
03-25 17:55:21.429 22867 22867 I SystemServiceManager: Starting com.android.server.LooperStatsService$Lifecycle
03-25 17:55:21.429   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (looper_stats:22867)
03-25 17:55:21.429 22867 22867 D SystemServerTiming: StartLooperStatsService took to complete: 0ms
03-25 17:55:21.429 22867 22867 I SystemServerTiming: StartRollbackManagerService
03-25 17:55:21.429 22867 22867 I SystemServiceManager: Starting com.android.server.rollback.RollbackManagerService
03-25 17:55:21.430  1168  1168 D installd: Found quota mount /dev/block/bootdevice/by-name/userdata at /data
03-25 17:55:21.430  1168  1168 D installd: Found quota mount /dev/block/bootdevice/by-name/userdata at /data/user/0
03-25 17:55:21.432   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (rollback:22867)
03-25 17:55:21.432 22867 22867 D SystemServerTiming: StartRollbackManagerService took to complete: 2ms
03-25 17:55:21.432 22867 22867 I SystemServerTiming: StartNativeTombstoneManagerService
03-25 17:55:21.432 22867 22867 I SystemServiceManager: Starting com.android.server.os.NativeTombstoneManagerService
03-25 17:55:21.432 22867 22867 D SystemServerTiming: StartNativeTombstoneManagerService took to complete: 1ms
03-25 17:55:21.432 22867 22867 I SystemServerTiming: StartBugreportManagerService
03-25 17:55:21.432 22867 22867 I SystemServiceManager: Starting com.android.server.os.BugreportManagerService
03-25 17:55:21.433   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (bugreport:22867)
03-25 17:55:21.433 22867 22867 D SystemServerTiming: StartBugreportManagerService took to complete: 0ms
03-25 17:55:21.433 22867 22867 I SystemServerTiming: GpuService
03-25 17:55:21.433 22867 22867 I SystemServiceManager: Starting com.android.server.gpu.GpuService
03-25 17:55:21.433 22867 22867 D SystemServerTiming: GpuService took to complete: 0ms
03-25 17:55:21.433 22867 22867 D SystemServerTiming: startCoreServices took to complete: 223ms
03-25 17:55:21.433 22867 22867 D SystemServerTiming: !@Boot_SystemServer: 223ms : startCoreServices
03-25 17:55:21.433 22867 22867 I SystemServerTiming: !@Boot_EBS:   Took 223ms by 'startCoreServices'
03-25 17:55:21.433 22867 22867 I SystemServer: !@Boot_EBS_F: startOtherServices
03-25 17:55:21.433 22867 22867 I SystemServerTiming: startOtherServices
03-25 17:55:21.433 22867 22867 I SystemServerTiming: lazy_service
03-25 17:55:21.434   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (lazy_service:22867)
03-25 17:55:21.434 22867 22867 D SystemServerTiming: lazy_service took to complete: 0ms
03-25 17:55:21.434 22867 22867 I SystemServerTiming: StartKeyAttestationApplicationIdProviderService
03-25 17:55:21.434 22867 23285 I SystemServerTimingAsync: InitThreadPoolExec:SecondaryZygotePreload
03-25 17:55:21.434 22867 23285 I SystemServer: SecondaryZygotePreload
03-25 17:55:21.434   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (sec_key_att_app_id_provider:22867)
03-25 17:55:21.434 22867 23285 I SystemServerTimingAsync: SecondaryZygotePreload
03-25 17:55:21.434 22867 22867 D SystemServerTiming: StartKeyAttestationApplicationIdProviderService took to complete: 1ms
03-25 17:55:21.434 22867 22867 I SystemServerTiming: StartKeyChainSystemService
03-25 17:55:21.434 22867 22867 I SystemServiceManager: Starting com.android.server.security.KeyChainSystemService
03-25 17:55:21.434 22867 22867 D SystemServerTiming: StartKeyChainSystemService took to complete: 0ms
03-25 17:55:21.434 22867 22867 I SystemServerTiming: StartSchedulingPolicyService
03-25 17:55:21.435 22867 23286 I SystemServerTimingAsync: InitThreadPoolExec:SchedulingPolicyService.<init>
03-25 17:55:21.435   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (scheduling_policy:22867)
03-25 17:55:21.435 22867 22867 D SystemServerTiming: StartSchedulingPolicyService took to complete: 0ms
03-25 17:55:21.435 22867 22867 I SystemServerTiming: StartSpqrService
03-25 17:55:21.435 22867 22867 I SystemServiceManager: Starting com.android.server.SpqrService
03-25 17:55:21.435 22867 22867 I SpqrService: SPQR native service found successfully
03-25 17:55:21.435 22867 22867 D SystemServerTiming: StartSpqrService took to complete: 1ms
03-25 17:55:21.435 22867 22867 I SystemServerTiming: StartSpegService
03-25 17:55:21.435 22867 22867 I SystemServiceManager: Starting com.android.server.SpegService
03-25 17:55:21.436 22867 22867 I SpegService: speg_helper found successfully
03-25 17:55:21.436 22867 22867 D SystemServerTiming: StartSpegService took to complete: 0ms
03-25 17:55:21.436 22867 22867 I SystemServerTiming: UCM Policy Service
03-25 17:55:21.437 22664 22664 I Zygote  : Lazily preloading resources.
03-25 17:55:21.437 22664 22664 D Zygote  : begin preload
03-25 17:55:21.437 22664 22664 I Zygote  : Calling ZygoteHooks.beginPreload()
03-25 17:55:21.443 22867 23286 I SchedulingPolicyService: Moving 1212 back to group default
03-25 17:55:21.444 22867 23286 D SystemServerTimingAsync: InitThreadPoolExec:SchedulingPolicyService.<init> took to complete: 10ms
03-25 17:55:21.449 22867 22867 I UniversalCredentialManagerService: getActivePlugin ..
03-25 17:55:21.452 22664 22664 D ZygoteInitTiming_lazy: BeginPreload took to complete: 15ms
03-25 17:55:21.452 22664 22664 I Zygote  : Preloading classes...
03-25 17:55:21.452 22867 22867 D EdmStorageProvider: getCount(UniversalCredentialWhiteListTable) - 0
03-25 17:55:21.453 22867 22867 D EdmStorageProvider: getCount(UniversalCredentialCertificateTable) - 0
03-25 17:55:21.453   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (knox_ucsm_policy:22867)
03-25 17:55:21.453 22867 22867 D SystemServerTiming: UCM Policy Service took to complete: 17ms
03-25 17:55:21.453 22867 22867 I SystemServerTiming: CredentialManagerService Service
03-25 17:55:21.454 22867 22867 D UcmServiceODE: updateOdeStatus [0]
03-25 17:55:21.461 22664 22664 W Zygote  : Class not found for preloading: android.app.SystemServiceRegistry$18
03-25 17:55:21.468 22664 22664 D SemCscFeature: Encoded
03-25 17:55:21.471 22867 22867 D EmergencyMode: [EmergencyManager] android createPackageContext successful: android
03-25 17:55:21.472 22867 22867 D EmergencyMode: [EmergencyManager] Settings Provider is not ready e :java.lang.IllegalStateException: Cannot access system provider: 'settings' before system providers are installed!
03-25 17:55:21.472 22867 22867 I UcmService: readPersistentAppletsInfoLocked is called...
03-25 17:55:21.472 22867 22867 I UcmService: mPersistentAppletInfoFile not exist...
03-25 17:55:21.472 22867 22867 I UcmService: fbe is enabled
03-25 17:55:21.472 22867 22867 I UcmService: deleteODEConfigInFileIfExist
03-25 17:55:21.472 22867 22867 I UcmService: ODE config file does not exist
03-25 17:55:21.473 22867 22867 I UcmService: updateKeyguardConfig
03-25 17:55:21.473 22867 22867 I UcmService: getKeyguardStorageForCurrentUser : 0
03-25 17:55:21.473 22867 22867 I UcmService: remove useless keyguard config file
03-25 17:55:21.473 22867 22867 I UcmService: keyguard config file does not exist
03-25 17:55:21.474 22867 22867 I UcmService: registerPersonaObserver is called...
03-25 17:55:21.475   625   673 I servicemanager: Adding 'u:r:system_server:s0' service (com.samsung.ucs.ucsservice:22867)
03-25 17:55:21.475 22867 22867 I SystemServerTiming: credentialManagerServiceReady
03-25 17:55:21.475 22867 22867 I UcmService: systemReady is called...
03-25 17:55:21.476 22867 22867 I UcmService.UcmServiceAgentManager: check eSE Permission : 1000
03-25 17:55:21.476 22867 22867 I UcmService.UcmServiceAgentManager: check eSE Permission : 10080
03-25 17:55:21.476 22867 22867 I UcmService.UcmServiceAgentManager: checkESEPermission
03-25 17:55:21.476 22867 22867 I UcmService.UcmServiceAgentManager: check eSE Permission : 10084
03-25 17:55:21.476 22867 22867 I UcmService.UcmServiceAgentManager: checkESEPermission
03-25 17:55:21.476 22867 22867 I UcmService.UcmServiceAgentManager: check eSE Permission : 10410
03-25 17:55:21.477 22867 22867 I UcmService.UcmServiceAgentManager: checkESEPermission
03-25 17:55:21.477 22867 22867 I UcmService.UcmServiceAgentManager: check eSE Permission : 10418
03-25 17:55:21.477 22867 22867 I UcmService.UcmServiceAgentManager: checkESEPermission
03-25 17:55:21.477 22867 22867 I UcmService.UcmServiceAgentManager: check eSE Permission : 10526
03-25 17:55:21.477 22867 22867 I UcmService.UcmServiceAgentManager: checkESEPermission
03-25 17:55:21.477 22867 22867 I UcmService.UcmServiceAgentManager: check eSE Permission : 11162
03-25 17:55:21.477 22867 22867 I UcmService.UcmServiceAgentManager: checkESEPermission
03-25 17:55:21.477 22867 22867 D SystemServerTiming: credentialManagerServiceReady took to complete: 2ms
03-25 17:55:21.477 22867 22867 D SystemServerTiming: CredentialManagerService Service took to complete: 24ms
03-25 17:55:21.477 22867 22867 I SystemServer: ActivationTeeService
03-25 17:55:21.477 22867 22867 I SystemServerTiming: SEAMS
03-25 17:55:21.478 22867 23287 I UcmService.UcmServiceAgentManager: *****refreshAgentList is called***
03-25 17:55:21.478 22867 23287 I UcmService.UcmServiceAgentManager: resolveAllowedAgents for user 0
03-25 17:55:21.478 22867 23287 I UcmService.UcmServiceAgentManager: found com.samsung.ucs.agent.ese
03-25 17:55:21.478 22867 23287 I UcmService.UcmServiceAgentManager: *****refreshAgentListInternal userId-0 is called***
03-25 17:55:21.479 22867 23287 I UcmService.UcmServiceAgentManager: -------Processing started for agentPackageName------com.samsung.ucs.agent.ese
03-25 17:55:21.479 22867 23287 I UcmService.UcmServiceAgentManager:   agentPackageName -com.samsung.ucs.agent.ese is an active plugin
03-25 17:55:21.479 22867 23287 I UcmService.UcmServiceAgentManager:   Check if caller has UCS Plugin permission...
